input,time
0,0.00000200
1,0.00000200
2,0.00000200
3,0.00000200
4,0.00000200
5,0.00000100
6,0.00000200
7,0.00000200
8,0.00000200
9,0.00000200
10,0.00000200
11,0.00000200
12,0.00000200
13,0.00000200
14,0.00000200
15,0.00000200
16,0.00000300
17,0.00000200
18,0.00000200
19,0.00000200
20,0.00000200
21,0.00000200
22,0.00000200
23,0.00000300
24,0.00000300
25,0.00000300
26,0.00000300
27,0.00000500
28,0.00000500
29,0.00000400
30,0.00000400
31,0.00000400
32,0.00000400
33,0.00000400
34,0.00000400
35,0.00000400
36,0.00000500
37,0.00000500
38,0.00000500
39,0.00000500
40,0.00000500
41,0.00000500
42,0.00000500
43,0.00000600
44,0.00000600
45,0.00000700
46,0.00000700
47,0.00000700
48,0.00000700
49,0.00000700
50,0.00000700
51,0.00000800
52,0.00000900
53,0.00000800
54,0.00000900
55,0.00000900
56,0.00000900
57,0.00001000
58,0.00001000
59,0.00001000
60,0.00001000
61,0.00001100
62,0.00001100
63,0.00001300
64,0.00001200
65,0.00001100
66,0.00001200
67,0.00001200
68,0.00001200
69,0.00001300
70,0.00001300
71,0.00001400
72,0.00001400
73,0.00001400
74,0.00001500
75,0.00001500
76,0.00001600
77,0.00001600
78,0.00001600
79,0.00001700
80,0.00001800
81,0.00001700
82,0.00001900
83,0.00001800
84,0.00002000
85,0.00002000
86,0.00002000
87,0.00002000
88,0.00002300
89,0.00002100
90,0.00002100
91,0.00002200
92,0.00002200
93,0.00002200
94,0.00002300
95,0.00002400
96,0.00002500
97,0.00002600
98,0.00002600
99,0.00002700
100,0.00002600
101,0.00002600
102,0.00002700
103,0.00002600
104,0.00002900
105,0.00003000
106,0.00003300
107,0.00003400
108,0.00003500
109,0.00004400
110,0.00003600
111,0.00003600
112,0.00003800
113,0.00003800
114,0.00003900
115,0.00003900
116,0.00004000
117,0.00004200
118,0.00004300
119,0.00004400
120,0.00004300
121,0.00004600
122,0.00004500
123,0.00004700
124,0.00004800
125,0.00004800
126,0.00005000
127,0.00004800
128,0.00005000
129,0.00005500
130,0.00005200
131,0.00005300
132,0.00005400
133,0.00005300
134,0.00005500
135,0.00005400
136,0.00005700
137,0.00005800
138,0.00005800
139,0.00006500
140,0.00006700
141,0.00007000
142,0.00004900
143,0.00004900
144,0.00005300
145,0.00004400
146,0.00004500
147,0.00004500
148,0.00004600
149,0.00004600
150,0.00004700
151,0.00004700
152,0.00004800
153,0.00004800
154,0.00005000
155,0.00005000
156,0.00005100
157,0.00005100
158,0.00005200
159,0.00005200
160,0.00005400
161,0.00005500
162,0.00005500
163,0.00005600
164,0.00005600
165,0.00005600
166,0.00005800
167,0.00005900
168,0.00005900
169,0.00006000
170,0.00006000
171,0.00006100
172,0.00006600
173,0.00007400
174,0.00007400
175,0.00007100
176,0.00006500
177,0.00006600
178,0.00006600
179,0.00006600
180,0.00006900
181,0.00006800
182,0.00006900
183,0.00007000
184,0.00007100
185,0.00007500
186,0.00008400
187,0.00008400
188,0.00008600
189,0.00008700
190,0.00008800
191,0.00009100
192,0.00008000
193,0.00007800
194,0.00007800
195,0.00008500
196,0.00008100
197,0.00008100
198,0.00008300
199,0.00008300
200,0.00008400
201,0.00008400
202,0.00008600
203,0.00008700
204,0.00008800
205,0.00008800
206,0.00008900
207,0.00009000
208,0.00009100
209,0.00009200
210,0.00009400
211,0.00009500
212,0.00009500
213,0.00009700
214,0.00009900
215,0.00009900
216,0.00010200
217,0.00010100
218,0.00010200
219,0.00010200
220,0.00010400
221,0.00010600
222,0.00010500
223,0.00012800
224,0.00012400
225,0.00012600
226,0.00012500
227,0.00012800
228,0.00012700
229,0.00012800
230,0.00013000
231,0.00013100
232,0.00013200
233,0.00013400
234,0.00013300
235,0.00013500
236,0.00013700
237,0.00013800
238,0.00014000
239,0.00014100
240,0.00014200
241,0.00014200
242,0.00014500
243,0.00014600
244,0.00014600
245,0.00014800
246,0.00014900
247,0.00015000
248,0.00015100
249,0.00015200
250,0.00015300
251,0.00021500
252,0.00015600
253,0.00015700
254,0.00015800
255,0.00015900
256,0.00016000
257,0.00016100
258,0.00016300
259,0.00016400
260,0.00016600
261,0.00015000
262,0.00014500
263,0.00014700
264,0.00014700
265,0.00014800
266,0.00015000
267,0.00015100
268,0.00015400
269,0.00015500
270,0.00016200
271,0.00018100
272,0.00017800
273,0.00018100
274,0.00018400
275,0.00019700
276,0.00018400
277,0.00018800
278,0.00018700
279,0.00018900
280,0.00019200
281,0.00019100
282,0.00020000
283,0.00018800
284,0.00018900
285,0.00019100
286,0.00019200
287,0.00019300
288,0.00019600
289,0.00019600
290,0.00019700
291,0.00019900
292,0.00020000
293,0.00020100
294,0.00020300
295,0.00021700
296,0.00021900
297,0.00021500
298,0.00021600
299,0.00021800
300,0.00021900
301,0.00022200
302,0.00024300
303,0.00023600
304,0.00022700
305,0.00023900
306,0.00022100
307,0.00022200
308,0.00022400
309,0.00022500
310,0.00022700
311,0.00022900
312,0.00023000
313,0.00024200
314,0.00023300
315,0.00023400
316,0.00023600
317,0.00023700
318,0.00023800
319,0.00024000
320,0.00024200
321,0.00024300
322,0.00025500
323,0.00023800
324,0.00023900
325,0.00024100
326,0.00024200
327,0.00024400
328,0.00024500
329,0.00025900
330,0.00024100
331,0.00024300
332,0.00024400
333,0.00024500
334,0.00024700
335,0.00024900
336,0.00025100
337,0.00025200
338,0.00025300
339,0.00025400
340,0.00025600
341,0.00025800
342,0.00025900
343,0.00026100
344,0.00026200
345,0.00026900
346,0.00026600
347,0.00026700
348,0.00026800
349,0.00027100
350,0.00027900
351,0.00028000
352,0.00028200
353,0.00028400
354,0.00028500
355,0.00028700
356,0.00028900
357,0.00029000
358,0.00029900
359,0.00030100
360,0.00028700
361,0.00028800
362,0.00029000
363,0.00029200
364,0.00029400
365,0.00029500
366,0.00029600
367,0.00029800
368,0.00030000
369,0.00030100
370,0.00030300
371,0.00030500
372,0.00031100
373,0.00030800
374,0.00031000
375,0.00031100
376,0.00031300
377,0.00031500
378,0.00031600
379,0.00031800
380,0.00031900
381,0.00032100
382,0.00032200
383,0.00032400
384,0.00032600
385,0.00033200
386,0.00033000
387,0.00033200
388,0.00034000
389,0.00034400
390,0.00034500
391,0.00034700
392,0.00034500
393,0.00034900
394,0.00035000
395,0.00035200
396,0.00036000
397,0.00035500
398,0.00035700
