input,time
399,0.00035800
400,0.00036000
401,0.00036300
402,0.00038700
403,0.00039400
404,0.00037600
405,0.00036900
406,0.00037900
407,0.00040100
408,0.00042900
409,0.00043900
410,0.00041100
411,0.00038700
412,0.00040800
413,0.00038800
414,0.00038500
415,0.00038800
416,0.00039200
417,0.00040800
418,0.00040700
419,0.00040200
420,0.00039600
421,0.00039900
422,0.00040100
423,0.00040100
424,0.00040600
425,0.00041000
426,0.00041400
427,0.00041200
428,0.00041900
429,0.00041600
430,0.00044000
431,0.00047300
432,0.00045200
433,0.00042200
434,0.00042400
435,0.00042500
436,0.00043200
437,0.00043600
438,0.00043200
439,0.00043500
440,0.00043400
441,0.00043900
442,0.00043900
443,0.00044200
444,0.00044500
445,0.00046500
446,0.00051100
447,0.00049500
448,0.00040800
449,0.00041100
450,0.00044100
451,0.00040900
452,0.00040900
453,0.00041100
454,0.00042400
455,0.00042200
456,0.00046500
457,0.00047500
458,0.00047700
459,0.00047700
460,0.00047700
461,0.00048000
462,0.00049600
463,0.00048400
464,0.00048800
465,0.00048900
466,0.00049200
467,0.00049500
468,0.00049600
469,0.00049800
470,0.00051000
471,0.00046600
472,0.00048800
473,0.00051900
474,0.00050000
475,0.00050800
476,0.00052100
477,0.00053000
478,0.00054400
479,0.00052000
480,0.00053200
481,0.00052300
482,0.00052300
483,0.00052700
484,0.00052800
485,0.00053000
486,0.00054400
487,0.00053800
488,0.00054000
489,0.00054200
490,0.00054400
491,0.00054600
492,0.00054800
493,0.00055000
494,0.00053900
495,0.00054100
496,0.00054300
497,0.00054600
498,0.00054700
499,0.00054900
500,0.00055600
501,0.00055400
502,0.00055600
503,0.00055900
504,0.00056000
505,0.00056200
506,0.00056500
507,0.00057400
508,0.00058500
509,0.00058600
510,0.00059000
511,0.00059100
512,0.00059400
513,0.00059600
514,0.00060400
515,0.00060000
516,0.00060300
517,0.00060500
518,0.00060800
519,0.00060700
520,0.00060800
521,0.00061600
522,0.00061300
523,0.00061500
524,0.00061600
525,0.00062200
526,0.00062700
527,0.00064800
528,0.00062800
529,0.00062800
530,0.00063400
531,0.00072800
532,0.00065500
533,0.00058900
534,0.00065800
535,0.00065500
536,0.00066600
537,0.00066100
538,0.00065500
539,0.00066600
540,0.00066100
541,0.00065900
542,0.00066000
543,0.00066200
544,0.00066500
545,0.00067300
546,0.00066700
547,0.00067200
548,0.00067500
549,0.00067400
550,0.00067800
551,0.00069100
552,0.00068700
553,0.00069300
554,0.00069300
555,0.00072900
556,0.00082800
557,0.00064500
558,0.00063800
559,0.00062900
560,0.00063300
561,0.00063400
562,0.00067300
563,0.00070900
564,0.00073300
565,0.00064800
566,0.00064600
567,0.00064900
568,0.00067400
569,0.00073400
570,0.00065500
571,0.00065900
572,0.00066100
573,0.00066500
574,0.00068500
575,0.00070100
576,0.00074700
577,0.00071800
578,0.00067300
579,0.00067800
580,0.00071900
581,0.00076400
582,0.00076900
583,0.00076800
584,0.00078100
585,0.00079800
586,0.00074700
587,0.00079600
588,0.00075700
589,0.00075900
590,0.00081500
591,0.00076500
592,0.00076700
593,0.00077000
594,0.00077200
595,0.00082500
596,0.00077800
597,0.00078100
598,0.00078400
599,0.00078600
600,0.00082500
601,0.00078600
602,0.00078700
603,0.00079000
604,0.00079300
605,0.00088000
606,0.00074000
607,0.00078900
608,0.00082600
609,0.00081300
610,0.00076400
611,0.00073000
612,0.00073100
613,0.00073500
614,0.00073600
615,0.00073900
616,0.00084900
617,0.00074600
618,0.00078700
619,0.00078700
620,0.00094300
621,0.00082900
622,0.00080400
623,0.00079000
624,0.00091500
625,0.00080400
626,0.00083000
627,0.00076900
628,0.00079300
629,0.00083400
630,0.00091800
631,0.00087900
632,0.00088500
633,0.00088800
634,0.00088900
635,0.00088600
636,0.00083900
637,0.00087700
638,0.00089400
639,0.00099600
640,0.00079900
641,0.00084500
642,0.00080800
643,0.00080800
644,0.00092200
645,0.00088100
646,0.00081500
647,0.00085800
648,0.00089000
649,0.00088900
650,0.00082600
651,0.00083100
652,0.00083300
653,0.00089000
654,0.00083600
655,0.00083900
656,0.00084400
657,0.00084500
658,0.00088400
659,0.00084900
660,0.00085300
661,0.00085500
662,0.00089600
663,0.00087900
664,0.00089600
665,0.00086600
666,0.00086600
667,0.00095600
668,0.00090900
669,0.00087700
670,0.00087900
671,0.00093300
672,0.00088400
673,0.00088700
674,0.00089100
675,0.00089300
676,0.00094600
677,0.00089800
678,0.00090000
679,0.00090300
680,0.00094400
681,0.00090700
682,0.00091100
683,0.00091500
684,0.00091800
685,0.00095800
686,0.00096700
687,0.00092500
688,0.00093000
689,0.00096600
690,0.00093400
691,0.00093600
692,0.00093900
693,0.00097500
694,0.00094200
695,0.00094400
696,0.00094800
697,0.00099900
698,0.00095300
699,0.00095800
700,0.00095900
701,0.00099500
702,0.00096300
703,0.00096800
704,0.00096900
705,0.00097500
706,0.00097500
707,0.00097900
708,0.00098300
709,0.00098500
710,0.00098900
711,0.00103700
712,0.00099200
713,0.00099900
714,0.00099800
715,0.00100400
716,0.00100300
717,0.00100800
718,0.00101100
719,0.00101300
720,0.00101600
721,0.00102300
722,0.00102100
723,0.00102500
724,0.00102700
725,0.00103400
726,0.00103300
727,0.00103600
728,0.00103800
729,0.00104700
730,0.00104600
731,0.00105000
732,0.00105300
733,0.00110100
734,0.00105700
735,0.00106000
736,0.00106800
737,0.00106800
738,0.00106600
739,0.00107800
740,0.00107900
741,0.00107900
742,0.00108300
743,0.00108500
744,0.00109200
745,0.00109100
746,0.00109400
747,0.00109600
748,0.00114800
749,0.00110100
750,0.00110400
751,0.00115700
752,0.00110800
753,0.00111600
754,0.00111800
755,0.00112400
756,0.00112100
757,0.00112600
758,0.00113000
759,0.00113200
760,0.00113600
761,0.00113600
762,0.00114300
763,0.00114200
764,0.00114900
765,0.00118500
766,0.00115100
767,0.00115700
768,0.00115900
769,0.00116400
770,0.00116600
771,0.00117000
772,0.00117200
773,0.00117600
774,0.00122300
775,0.00117800
776,0.00118400
777,0.00118600
778,0.00118500
779,0.00119600
780,0.00119500
781,0.00120100
782,0.00120000
783,0.00120400
784,0.00120700
785,0.00120900
786,0.00121500
787,0.00121500
788,0.00121900
789,0.00122300
790,0.00122700
791,0.00122800
792,0.00123500
793,0.00123700
794,0.00123900
795,0.00128100
796,0.00147600
797,0.00135600
798,0.00141100
799,0.00136100
800,0.00136400
801,0.00141900
802,0.00137000
803,0.00141800
804,0.00156400
805,0.00133400
806,0.00127500
807,0.00131900
808,0.00128000
809,0.00128400
810,0.00133100
811,0.00129400
812,0.00129500
813,0.00134800
814,0.00130000
815,0.00130200
816,0.00134800
817,0.00131200
818,0.00139000
819,0.00149500
820,0.00144100
821,0.00142200
822,0.00142100
823,0.00144400
824,0.00140300
825,0.00158700
826,0.00151900
827,0.00143600
828,0.00150000
829,0.00166200
830,0.00172900
831,0.00171100
832,0.00173000
833,0.00171300
834,0.00171300
835,0.00167200
836,0.00169300
837,0.00165200
838,0.00164900
839,0.00172400
840,0.00161200
841,0.00161300
842,0.00158700
843,0.00157300
844,0.00160600
845,0.00161200
846,0.00163100
847,0.00162300
848,0.00164200
849,0.00164100
850,0.00176300
851,0.00165900
852,0.00164800
853,0.00167800
854,0.00157800
855,0.00151200
856,0.00149100
857,0.00149400
858,0.00151000
859,0.00149700
860,0.00151400
861,0.00150600
862,0.00157300
863,0.00165000
864,0.00163400
865,0.00154400
866,0.00152400
867,0.00152700
868,0.00169100
869,0.00181200
870,0.00184100
871,0.00194100
872,0.00196600
873,0.00192100
874,0.00181000
875,0.00182300
876,0.00179800
877,0.00176500
878,0.00181200
879,0.00170000
880,0.00159200
881,0.00156600
882,0.00152600
883,0.00153300
884,0.00157600
885,0.00153800
886,0.00158100
887,0.00154900
888,0.00155400
889,0.00161200
890,0.00168200
891,0.00186200
892,0.00167900
893,0.00178400
894,0.00178200
895,0.00177300
896,0.00178700
897,0.00178500
898,0.00178300
899,0.00164500
900,0.00167300
901,0.00178200
902,0.00175100
903,0.00168000
904,0.00172700
905,0.00167300
906,0.00161500
907,0.00165900
908,0.00168400
909,0.00191200
910,0.00184000
911,0.00181000
912,0.00174800
913,0.00170100
914,0.00174200
915,0.00165200
916,0.00172400
917,0.00174800
918,0.00187600
919,0.00188500
920,0.00191400
921,0.00174200
922,0.00179800
923,0.00173300
924,0.00167900
925,0.00176200
926,0.00175500
927,0.00177800
928,0.00176600
929,0.00183900
930,0.00188300
931,0.00181100
932,0.00186200
933,0.00175400
934,0.00182400
935,0.00176300
936,0.00182200
937,0.00178600
938,0.00183000
939,0.00191800
940,0.00180500
941,0.00194000
942,0.00178500
943,0.00190300
944,0.00183000
945,0.00187400
946,0.00186300
947,0.00187100
948,0.00188900
949,0.00185400
950,0.00192800
951,0.00183100
952,0.00195500
953,0.00183300
954,0.00199200
955,0.00198600
956,0.00190600
957,0.00194700
958,0.00206200
959,0.00184800
960,0.00192500
961,0.00191500
962,0.00187800
963,0.00202900
964,0.00203600
965,0.00207200
966,0.00219700
967,0.00208500
968,0.00194200
969,0.00192600
970,0.00194200
971,0.00202900
972,0.00191800
973,0.00186800
974,0.00190800
975,0.00191700
976,0.00199600
977,0.00196400
978,0.00200300
979,0.00198800
980,0.00198400
981,0.00193600
982,0.00193500
983,0.00190700
984,0.00194700
985,0.00191200
986,0.00199200
987,0.00192200
988,0.00222900
989,0.00192800
990,0.00198400
991,0.00193400
992,0.00197400
993,0.00194000
994,0.00198900
995,0.00195100
996,0.00199300
997,0.00195700
998,0.00201100
999,0.00197200
1000,0.00202400
