input,time
0,0.00000200
1,0.00000200
2,0.00000100
3,0.00000200
4,0.00000200
5,0.00000200
6,0.00000200
7,0.00000200
8,0.00000200
9,0.00000100
10,0.00000100
11,0.00000100
12,0.00000100
13,0.00000100
14,0.00000200
15,0.00000200
16,0.00000200
17,0.00000200
18,0.00000200
19,0.00000200
20,0.00000200
21,0.00000200
22,0.00000100
23,0.00000100
24,0.00000100
25,0.00000100
26,0.00000200
27,0.00000200
28,0.00000200
29,0.00000200
30,0.00000100
31,0.00000100
32,0.00000100
33,0.00000200
34,0.00000200
35,0.00000200
36,0.00000200
37,0.00000200
38,0.00000200
39,0.00000200
40,0.00000200
41,0.00000100
42,0.00000200
43,0.00000200
44,0.00000200
45,0.00000200
46,0.00000100
47,0.00000100
48,0.00000200
49,0.00000200
50,0.00000200
51,0.00000200
52,0.00000100
53,0.00000100
54,0.00000200
55,0.00000200
56,0.00000200
57,0.00000200
58,0.00000100
59,0.00000200
60,0.00000200
61,0.00000200
62,0.00000200
63,0.00000100
64,0.00000100
65,0.00000200
66,0.00000200
67,0.00000200
68,0.00000200
69,0.00000200
70,0.00000100
71,0.00000200
72,0.00000100
73,0.00000200
74,0.00000200
75,0.00000100
76,0.00000200
77,0.00000200
78,0.00000200
79,0.00000100
80,0.00000200
81,0.00000200
82,0.00000100
83,0.00000200
84,0.00000200
85,0.00000200
86,0.00000100
87,0.00000200
88,0.00000200
89,0.00000200
90,0.00000200
91,0.00000200
92,0.00000200
93,0.00000100
94,0.00000200
95,0.00000200
96,0.00000200
97,0.00000200
98,0.00000200
99,0.00000200
100,0.00000200
101,0.00000200
102,0.00000200
103,0.00000200
104,0.00000200
105,0.00000100
106,0.00000200
107,0.00000200
108,0.00000200
109,0.00000200
110,0.00000200
111,0.00000200
112,0.00000200
113,0.00000100
114,0.00000200
115,0.00000200
116,0.00000100
117,0.00000200
118,0.00000100
119,0.00000200
120,0.00000100
121,0.00000200
122,0.00000200
123,0.00000200
124,0.00000200
125,0.00000200
126,0.00000200
127,0.00000200
128,0.00000200
129,0.00000200
130,0.00000200
131,0.00000200
132,0.00000200
133,0.00000200
134,0.00000200
135,0.00000200
136,0.00000200
137,0.00000200
138,0.00000200
139,0.00000200
140,0.00000200
141,0.00000200
142,0.00000200
143,0.00000200
144,0.00000200
145,0.00000200
146,0.00000300
147,0.00000200
148,0.00000200
149,0.00000200
150,0.00000200
151,0.00000200
152,0.00000200
153,0.00000200
154,0.00000200
155,0.00000200
156,0.00000200
157,0.00000200
158,0.00000200
159,0.00000200
160,0.00000200
161,0.00000200
162,0.00000200
163,0.00000200
164,0.00000200
165,0.00000200
166,0.00000200
167,0.00000200
168,0.00000200
169,0.00000200
170,0.00000200
171,0.00000200
172,0.00000200
173,0.00000200
174,0.00000200
175,0.00000200
176,0.00000200
177,0.00000200
178,0.00000200
179,0.00000200
180,0.00000200
181,0.00000200
182,0.00000200
183,0.00000200
184,0.00000200
185,0.00000200
186,0.00000200
187,0.00000200
188,0.00000200
189,0.00000200
190,0.00000300
191,0.00000200
192,0.00000200
193,0.00000300
194,0.00000200
195,0.00000200
196,0.00000200
197,0.00000200
198,0.00000200
199,0.00000200
200,0.00000200
201,0.00000200
202,0.00000200
203,0.00000200
204,0.00000200
205,0.00000200
206,0.00000200
207,0.00000300
208,0.00000300
209,0.00000200
210,0.00000200
211,0.00000200
212,0.00000300
213,0.00000200
214,0.00000200
215,0.00000200
216,0.00000300
217,0.00000200
218,0.00000200
219,0.00000200
220,0.00000300
221,0.00000200
222,0.00000200
223,0.00000200
224,0.00000300
225,0.00000200
226,0.00000200
227,0.00000200
228,0.00000300
229,0.00000300
230,0.00000300
231,0.00000200
232,0.00000200
233,0.00000200
234,0.00000200
235,0.00000300
236,0.00000300
237,0.00000300
238,0.00000200
239,0.00000200
240,0.00000200
241,0.00000200
242,0.00000300
243,0.00000300
244,0.00000200
245,0.00000200
246,0.00000300
247,0.00000200
248,0.00000200
249,0.00000200
250,0.00000200
251,0.00000200
252,0.00000300
253,0.00000300
254,0.00000300
255,0.00000300
256,0.00000200
257,0.00000200
258,0.00000200
259,0.00000200
260,0.00000200
261,0.00000200
262,0.00000300
263,0.00000300
264,0.00000300
265,0.00000300
266,0.00000200
267,0.00000300
268,0.00000300
269,0.00000300
270,0.00000300
271,0.00000300
272,0.00000200
273,0.00000200
274,0.00000200
275,0.00000200
276,0.00000200
277,0.00000200
278,0.00000200
279,0.00000200
280,0.00000200
281,0.00000200
282,0.00000200
283,0.00000200
284,0.00000200
285,0.00000200
286,0.00000200
287,0.00000200
288,0.00000200
289,0.00000300
290,0.00000300
291,0.00000300
292,0.00000300
293,0.00001300
294,0.00000200
295,0.00000200
296,0.00000200
297,0.00000200
298,0.00000200
299,0.00000200
300,0.00000200
301,0.00000200
302,0.00000200
303,0.00000200
304,0.00000300
305,0.00000300
306,0.00000300
307,0.00000300
308,0.00000300
309,0.00000300
310,0.00000300
311,0.00000300
312,0.00000300
313,0.00000300
314,0.00000300
315,0.00000200
316,0.00000200
317,0.00000300
318,0.00000300
319,0.00000300
320,0.00000300
321,0.00000200
322,0.00000200
323,0.00000300
324,0.00000300
325,0.00000300
326,0.00000300
327,0.00000300
328,0.00000300
329,0.00000200
330,0.00000300
331,0.00000300
332,0.00000300
333,0.00000300
334,0.00000300
335,0.00000200
336,0.00000200
337,0.00000300
338,0.00000300
339,0.00000300
340,0.00000300
341,0.00000200
342,0.00000200
343,0.00000300
344,0.00000300
345,0.00000300
346,0.00000300
347,0.00000200
348,0.00000300
349,0.00000300
350,0.00000300
351,0.00000300
352,0.00000200
353,0.00000300
354,0.00000300
355,0.00000300
356,0.00000200
357,0.00000300
358,0.00000300
359,0.00000300
360,0.00000200
361,0.00000300
362,0.00000300
363,0.00000300
364,0.00000200
365,0.00000300
366,0.00000300
367,0.00000300
368,0.00000200
369,0.00000300
370,0.00000300
371,0.00000300
372,0.00000200
373,0.00000300
374,0.00000300
375,0.00000300
376,0.00000200
377,0.00000300
378,0.00000300
379,0.00000200
380,0.00000300
381,0.00000300
382,0.00000300
383,0.00000300
384,0.00000300
385,0.00000300
386,0.00000300
387,0.00000300
388,0.00000200
389,0.00000300
390,0.00000300
391,0.00000200
392,0.00000300
393,0.00000300
394,0.00000300
395,0.00000300
396,0.00000300
397,0.00000300
398,0.00000300
